,business_id,name,latitude,longitude,address,stars_y,city,is_recommended,attributes.NoiseLevel,attributes.Open24Hours,attributes.BusinessParking.garage,attributes.BusinessParking.validated,attributes.BikeParking,attributes.BusinessParking.valet,attributes.BusinessParking.street,categories_mexican,categories_american,categories_italian,categories_japanese,categories_seafood,categories_chinese,categories_thai,categories_fast_food,categories_vegan,categories_vegetarian
0,GDOAg680Gmi6S1MlhU7B1g,Taco Bell,41.447893,-81.564678,4110 Lee Road,1.8,CLEVELAND,0,,,,,,,,1,0,0,0,0,0,0,1,0,0
1,Svs-B-a5-13D2dGTKxLsyw,Mr Chicken,41.4050396,-81.7683865,11680 Snow Rd,3.25,CLEVELAND,0,average,,,,,,,0,0,0,0,0,0,0,1,0,0
2,VGRn5KgYKMkqdIKtBUzQQA,Wahlburgers,41.497811999999996,-81.691629,2105 Ontario St,2.96,CLEVELAND,0,average,,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0
3,lK-wuiq8b1TuU7bfbQZgsg,Hingetown,41.4893428107,-81.711028698,,3.25,CLEVELAND,0,very_loud,,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0
4,oHeiAs-mnDJU1_4BD8_5Dg,Señor Tequila Mexican Grill & Cantina,41.48346970000001,-81.5911498,13114 Shaker Square,3.510204081632653,CLEVELAND,0,average,,False,False,True,False,True,1,0,0,0,0,0,0,0,0,0
5,tpG_KqvR1v2GrlLKNAChBw,Wings Sports Bar & Grill,41.4223755,-81.5801048,14516 Broadway Ave,2.75,CLEVELAND,0,,,,,,,,0,1,0,0,0,0,0,0,0,0
6,kyphxFtMIC6w7ktg-fwxWA,Panera Bread,41.509763,-81.603852,11490 Euclid Ave,2.0,CLEVELAND,0,average,,False,False,True,False,True,0,0,0,0,0,0,0,0,0,0
7,rwKSKNRKXVERaltnjVltEA,Arcade Pizza,41.4688917,-81.6527921,5319 Broadway Ave,3.3333333333333335,CLEVELAND,0,quiet,,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0
8,Y8L-n2BUbCr31by8eYBazg,Banya Tamazonka,41.502577,-81.556349,2070 S Taylor Rd,4.0,CLEVELAND,0,,,False,False,,False,False,0,0,0,0,0,0,0,0,0,0
9,HIvLwkEYuGRtI17H2x7RuQ,Bold Food & Drink,41.500625799999995,-81.7043299,1121 W 10th St,4.113043478260869,CLEVELAND,1,average,,False,False,True,True,False,0,1,0,0,0,0,0,0,0,0
10,mYeUwj1BlhJTaHd1Uo6PUA,Kimo's Sushi Shop,41.483162,-81.71012900000001,1885 Fulton Rd,4.0,CLEVELAND,0,,,False,False,,False,False,0,0,0,0,0,0,0,0,0,0
11,y4giWpQy1TYYX7sZOk9NNg,Wendy's,41.3692706,-81.8045915,15170 Bagley Rd,2.2,CLEVELAND,0,,,,,False,,,0,0,0,0,0,0,0,1,0,0
12,_wpUUDnJwrn7eSYAjnv7WA,Brothers Lounge,41.4831317,-81.7678484,11609 Detroit Ave,4.033333333333333,CLEVELAND,1,loud,,False,False,True,False,True,0,0,0,0,0,0,0,0,0,0
13,Ub-RrbQWAV_JuVyYixynfg,Villa Fresh Italian Kitchen,41.4106123,-81.83865899999999,5300 Riverside Dr,2.4545454545454546,CLEVELAND,0,average,,False,False,True,False,False,0,0,1,0,0,0,0,0,0,0
14,CvP516pjOdcJJkaMjl8rPw,China Kitchen II,41.410601,-81.600866,5607 Turney Rd,3.5,CLEVELAND,0,quiet,,False,False,True,False,False,0,0,0,0,0,1,0,0,0,0
