,business_id,name,latitude,longitude,address,stars_y,city,is_recommended,attributes.NoiseLevel,attributes.Open24Hours,attributes.BusinessParking.garage,attributes.BusinessParking.validated,attributes.BikeParking,attributes.BusinessParking.valet,attributes.BusinessParking.street,categories_mexican,categories_american,categories_italian,categories_japanese,categories_seafood,categories_chinese,categories_thai,categories_fast_food,categories_vegan,categories_vegetarian
0,fNMVV_ZX7CJSDWQGdOM8Nw,Showmars Government Center,35.2216474,-80.8393449,600 E 4th St,3.2857142857142856,CHARLOTTE,0,,,,,True,,,0,1,0,0,0,0,0,0,0,0
1,HAX1zec191t7QkT2sBZ76A,La Isla Cuban Restaurant,35.137223,-80.734594,"1816 Galerea Blvd, Ste D",3.25,CHARLOTTE,0,quiet,,,,,,,0,0,0,0,0,0,0,0,0,0
2,c7X2SdKxVJMaOnFROO8WEg,Finga Lickin' Caribbean Eatery,35.236823,-80.801084,2838 The Plz,4.380952380952381,CHARLOTTE,0,average,,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0
3,WUiDaFQRZ8wKYGLvmjFjAw,China Buffet,35.306173,-80.752672,8630 University Executive Park Dr,3.3289473684210527,CHARLOTTE,0,average,,False,False,True,False,False,0,0,0,0,0,1,0,0,0,0
4,5q6Xh-UcJa78bp6dzyaE7w,Duck Donuts,35.2026242,-80.8444191,"1710 Kenilworth Ave, Ste 220",4.522788203753351,CHARLOTTE,1,average,,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
5,0v984vlPQfb4VZWvBJSsfg,Cosmos Cafe,35.2278319,-80.83923840000001,300 N College St,3.0508474576271185,CHARLOTTE,0,loud,,False,False,False,False,True,0,1,0,0,0,0,0,0,0,0
6,O_UiTH7YjqTS1UTk-shFnA,Real Food Charlotte,35.208548,-80.86153,"2102 South Blvd, #150",4.25,CHARLOTTE,0,,,False,False,,False,False,0,0,0,0,0,0,0,0,0,1
7,9YiIVnH_QokhOCqho28CPg,McDonald's,35.1381328252,-80.8761086511,7051 South Blvd,1.4,CHARLOTTE,0,,,,,,,,0,0,0,0,0,0,0,1,0,0
8,wtazPNyIbsRMHmrpEYbqZA,Golden Krust Caribbean Bakery & Grill,35.302143,-80.7477477,"440 E McCullough Dr, Ste 126",3.0789473684210527,CHARLOTTE,0,quiet,,False,False,True,False,True,0,0,0,0,0,0,0,0,0,0
9,om4t1hDJRQqTRS9VT7ADhA,Q Tavern,35.218922372899996,-80.83615344020001,201 S McDowell St,3.1481481481481484,CHARLOTTE,0,average,,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
10,Ka3z0iudeviL2nEKZ4BeYg,Tijuana Flats,35.199187,-80.84145500000001,1608 E Blvd,3.76,CHARLOTTE,0,average,,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0
11,IDW4QFw-fN_wk81G9OV-Mg,Nothing But Noodles,35.213744,-80.8262381,1605 Elizabeth Ave,4.053333333333334,CHARLOTTE,0,average,,False,False,True,False,True,0,1,1,0,0,1,0,1,0,0
12,Q_RpxG-YEMOk_yniWZfHCA,Bojangles' Famous Chicken 'n Biscuits,35.184415,-80.75636290000001,5525 E Independence Blvd,3.0,CHARLOTTE,0,,,,,,,,0,0,0,0,0,0,0,1,0,0
13,_csgqOCUWhaS4KAwm9Rcag,Chick-fil-A,35.103883,-80.984753,14111 Rivergate Pkwy,2.260869565217391,CHARLOTTE,0,average,,False,False,True,False,True,0,0,0,0,0,0,0,1,0,0
14,h5ihGbkb8127_lk9iNnV4Q,Arby's,35.212601899999996,-80.833598,311 S Kings Dr,3.272727272727273,CHARLOTTE,0,,,,,,,,0,0,0,0,0,0,0,1,0,0
15,3vkP6t_kKN3JT8MMUaBVEA,Original Pancake House,35.2135311,-80.8324573,915 Charlottetowne Ave,4.115044247787611,CHARLOTTE,1,average,,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0
16,n2WtavwwYZyOr0ImiImquQ,Jack in the Box,35.2660805,-80.882307,220 N Hoskins Rd,2.6363636363636362,CHARLOTTE,0,,,False,False,,False,False,0,0,0,0,0,0,0,1,0,0
17,EX60HoNJRs3ALidmEGDgWA,Jimmy John's,35.3019365,-80.7491376,350 E McCullough Dr,3.909090909090909,CHARLOTTE,0,average,,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
18,CwRPGB3WzV3IE4IukRFI2g,Pizza Hut,35.089258,-80.8683306,8800 Pineville Matthews Rd,1.9090909090909092,CHARLOTTE,0,,,,,False,,,0,0,1,0,0,0,0,0,0,0
19,irx72bUk68BCHmKN9ZYHCA,Dolce Vita Wine Bar,35.247357,-80.8056579,3205 N Davidson St,4.09433962264151,CHARLOTTE,0,average,,False,False,True,False,True,0,0,0,0,0,0,0,0,0,0
20,ObcMSGc1uotvpnwydoStIg,Earl's Grocery,35.213640999999996,-80.82616800000001,1609 Elizabeth Ave,4.3355263157894735,CHARLOTTE,1,average,,False,False,True,False,True,0,0,0,0,0,0,0,0,0,0
21,-vP9rja8YzbRRTX5C1K3dQ,Tacos La Hidalguense,35.242273,-80.937658,2635 Little Rock Rd,3.8333333333333335,CHARLOTTE,0,,,,,False,,,1,0,0,0,0,0,0,0,0,0
22,xlUoy-OVO-EgZzfiHJk1Hg,Wendy's,35.1637880258,-80.9722954028,8720 Rachel Freeman Way,2.0,CHARLOTTE,0,,,False,False,,False,False,0,0,0,0,0,0,0,1,0,0
23,n5wZxYrle8ROuK-Saq-yyw,Luisa's Brick Oven,35.170640999999996,-80.84658,1730 Abbey Pl,3.797872340425532,CHARLOTTE,0,average,,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
24,QIcXq4Z3_2lvg9rmmoGF-A,Ruby Tuesday,35.1390711,-80.9082719,8905 Red Oak Blvd,2.5,CHARLOTTE,0,quiet,,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0
25,wEhtqcfrhVbg4--3DNUSZw,Buffalo Wild Wings,35.3466584621,-80.8608346287,"9402 Northlake W Dr, Ste 103",2.3333333333333335,CHARLOTTE,0,loud,,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0
26,Y84fM25GsIWfS7E0dMIKDQ,Cedar Street Tavern,35.233451200000005,-80.848997,"120 N Cedar St, Ste 755",3.5483870967741935,CHARLOTTE,0,loud,,False,False,True,False,True,0,1,0,0,0,0,0,0,0,0
27,gU9_PUEdOOoBaSM49SRObg,Parry's Pizzeria & Bar,35.352548999999996,-80.85118100000001,6851 Northlake Mall Dr,3.466666666666667,CHARLOTTE,0,average,,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0
28,kkvhQBT1Oh73sVSYZMXeDA,McDonald's,35.107271000000004,-80.880374,9505 South Blvd,1.25,CHARLOTTE,0,average,,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0
29,y_9Nu0uJ-VgRbGZf_6g49w,Waiter's Choice Catering,35.134436,-80.908506,8031 Arrowridge Blvd,5.0,CHARLOTTE,1,,,,,,,,0,0,0,0,0,0,0,0,0,0
30,htUK5uwiYlKB4coz8-b1XQ,La Frontera,35.128079,-80.938538,1925 Westinghouse Blvd,3.857142857142857,CHARLOTTE,0,average,,False,False,,False,False,1,0,0,0,0,0,0,0,0,0
31,npWIa3dIPEV1MTaZNq6AUA,Firebirds Wood Fired Grill,35.062054700000004,-80.815844,7716 Rea Rd,4.049808429118774,CHARLOTTE,1,average,,False,False,True,True,False,0,1,0,0,1,0,0,0,0,0
32,bxUtoCqGF9GbiPv5DbOs4g,Panera Bread,35.053051,-80.850809,14835 Ballantyne Village Way,2.933333333333333,CHARLOTTE,0,average,,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
33,lBf_TcBWS7XF-TA4qT8MgQ,The Wine Shop,35.1023452,-80.9845723,14142 Rivergate Pkwy,3.871794871794872,CHARLOTTE,1,average,,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0
34,SzaXTw4F1zk5qD3HVgUcfw,Food Lion,35.245275,-80.93845999999999,2526 Little Rock Rd,2.6666666666666665,CHARLOTTE,0,,,,,,,,0,0,0,0,0,0,0,0,0,0
35,KbLI0QELlAwbfDUVwo43DQ,Cajun Yard Dog,35.0971237982,-80.7805609703,"8036 Providence Rd, Ste 900",4.033333333333333,CHARLOTTE,1,average,,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0
36,pK51NY3coNYqAyanojMtGA,Nolia Restaurant,35.2121961,-80.8184604,366 N Caswell Rd,3.625,CHARLOTTE,0,,,False,False,,False,False,0,1,0,0,0,0,0,0,0,0
37,mpEHqp7sbqylm6_GHdhlDg,Burger Company,35.1813689,-80.883661,200 A W Woodlawn Rd,2.5,CHARLOTTE,0,average,,False,False,,False,False,0,0,0,0,0,0,0,0,0,0
38,1BNWWBwUVxQYUK-IKXRdxA,Jersey Mike's Subs,35.190366,-80.922471,2908 Oak Lake Blvd,3.875,CHARLOTTE,0,average,,False,False,True,False,False,0,0,0,0,0,0,0,1,0,0
39,o2ddliVoWpPzRvXMqoshUA,The Chef,35.2036261,-80.74256059999999,6023 Albemarle Rd,1.6666666666666667,CHARLOTTE,0,,,False,False,,False,False,0,1,0,0,0,0,0,0,0,0
40,RRTAFcRPmlLaYIDGDS7gPA,Wendy's,35.140334,-80.73626340000001,1801 Sardis Rd N,2.75,CHARLOTTE,0,average,,False,False,True,False,False,0,0,0,0,0,0,0,1,0,0
41,-T0M3exc6tC6sw5LjtVdDQ,Silver Bullet Diner,35.203507,-80.743549,6003 Albemarle Rd,3.272727272727273,CHARLOTTE,0,,,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
42,9Xm2GfG8Rnbb1_CmXyrm3g,Coaltrane's Char Grill,35.2201725,-80.8126243,1518 Central Ave,3.526315789473684,CHARLOTTE,0,average,,False,False,,False,True,0,1,0,0,0,0,0,0,0,0
43,B60N0Fku2lkuQpTJ6t-E7Q,Mexi Cafe,35.2128682,-80.8258178,1609 Elizabeth Ave,3.6666666666666665,CHARLOTTE,0,,,False,False,,False,False,1,0,0,0,0,0,0,0,0,0
44,GwAHQJP5bqBxPVPCS211KA,Akropolis Cafe,35.2953493,-80.7400475,8500 University City Blvd,3.090909090909091,CHARLOTTE,0,quiet,,False,False,,False,False,0,0,0,0,0,0,0,0,0,0
45,8A_GP28T-gqf91qJRI-lDQ,Taco Bell,35.20255,-80.73531,6424 Albemarle Rd,2.0,CHARLOTTE,0,,,,,,,,1,0,0,0,0,0,0,1,0,0
46,6QpC_1BM11WWrGT07JBAMw,Gyro Twins,35.2263714,-80.7990185,,3.5,CHARLOTTE,0,,,,,,,,0,0,0,0,0,0,0,0,0,0
47,ohjBWS_-x0Db1FeYluJuIw,Snoop's Grill,35.216322999999996,-80.821777,415 Hawthorne Ln,3.7333333333333334,CHARLOTTE,0,quiet,,False,False,,False,False,0,1,0,0,0,0,0,0,0,0
48,wWKdUnwXDS91H09D_zC1SQ,Mai,35.335415399999995,-80.7962441,"6430 Sugar Creek Rd, Ste E",3.857142857142857,CHARLOTTE,0,,,,,,,,0,0,0,1,0,0,0,0,0,0
49,hsbtcqamJjmL6ASCAWnQVw,Carmellas Pizza Grill,35.1707675107,-80.8502115901,1513 Montford Dr,3.7058823529411766,CHARLOTTE,0,loud,,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0
50,170EB5mUxLCj-Tn_5t-_kw,Chin Garden,35.249628745,-80.7797294855,"4420 The Plz, Ste D",2.3333333333333335,CHARLOTTE,0,,,,,False,,,0,0,0,0,0,1,0,0,0,0
51,12speFaaT2nuz04Ckb1mbg,Owl Remodeling,35.1704541,-80.87889559999999,"627 Minuet Ln, Ste D",2.0,CHARLOTTE,0,,,,,,,,0,0,0,0,0,0,0,0,0,0
52,HrR_2-HUE6cqnoz1zMN9AQ,Pizzeria Omaggio,35.2133541063,-80.8345772705,"1055 Metropolitan Ave, Ste 130",4.258503401360544,CHARLOTTE,1,average,,True,False,True,False,True,0,0,1,0,0,0,0,0,0,0
53,gG2S0HPvInQDUKdCJmpfqA,Subway,35.2331042877,-80.84961996189999,"718 W Trade St, Ste G",2.5,CHARLOTTE,0,,,,,,,,0,0,0,0,0,0,0,1,0,0
54,Qsg-2Coum0ccbXuJWDwZqA,Dogwood Southern Table & Bar,35.145938695,-80.8300620574,"4905 Ashley Park Ln, Ste D",4.330316742081448,CHARLOTTE,1,average,,True,False,True,True,True,0,1,0,0,0,0,0,0,0,0
55,6TcheR_XpQ7Hms87wMCa2Q,Phipps Bistro,35.219378000000006,-80.945041,5501 Josh Birmingham Pkwy,3.3333333333333335,CHARLOTTE,0,,,,,,,,0,1,0,0,0,0,0,0,0,0
56,f12Zv1B9crmSW58iyTR_mA,Midwood Smokehouse,35.0701594,-80.84356329999999,12410 Johnston Rd,3.9035087719298245,CHARLOTTE,1,average,,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0
57,T6r1CjkbVHMsGpR2dlyXuQ,Sushiya Japan,35.0952753,-80.7791381,"8200 Providence Rd, Ste 500",3.9210526315789473,CHARLOTTE,0,average,,False,False,True,False,False,0,0,0,1,0,0,0,0,0,0
58,B2S7o3tImoCPrDVvJikVpw,Red@28th,35.241553,-80.812092,"2424 N Davidson St, Ste 112A",3.1923076923076925,CHARLOTTE,0,average,,False,False,True,False,True,0,0,0,0,0,0,0,0,0,0
59,-aMC2Dy2rqHicz9HjmXimA,Mattie's Diner,35.240652000000004,-80.846624,915 Hamilton St,3.7650602409638556,CHARLOTTE,1,average,,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0
60,6Lqjhx0NloQWVwWdonh5lA,Brad's Brew,35.225849,-80.84317800000001,"200 S College St, Ste 313",2.347826086956522,CHARLOTTE,0,average,,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0
61,bZOvRyJ0wTsZWgEvWoQ_eg,Bobs Carry Out Pileem Up,35.266146,-80.836885,3422 Statesville Ave,2.6,CHARLOTTE,0,average,,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0
62,JTN1qe0UBT3T6zIWYcBtjg,Taco Bell,35.33297,-80.810766,8425 Davis Lake Pkwy.,2.6,CHARLOTTE,0,average,,,,True,,,1,0,0,0,0,0,0,1,0,0
63,Gck19imUtC4SF8Ff9w_HGg,Burger King,35.1370182,-80.93682199999999,8903 S Tryon St,2.1818181818181817,CHARLOTTE,0,average,,False,False,,False,False,0,0,0,0,0,0,0,1,0,0
64,QCSH3qx5smsDlESxVNwfEg,Which Wich,35.098672670700005,-80.9882496938,"14318 Rivergate View Dr, Ste 100",3.8260869565217392,CHARLOTTE,0,average,,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
65,zwg2PdDB6hac2mMjYkUhaQ,Tour de Food,35.2326781,-80.8460822,,4.4375,CHARLOTTE,0,,,,,,,,0,1,0,0,0,0,0,0,0,0
66,PdCxX1QJnlBkvnG9fFjWYg,Sunflour Baking Company,35.2124,-80.817112,2001 E 7th St,4.108225108225108,CHARLOTTE,1,average,,False,False,True,False,True,0,0,0,0,0,0,0,0,0,0
67,VeFqptSzekFAc3FZOpi81Q,Alexander Michael's,35.23361,-80.840783,401 W 9th St,4.293929712460064,CHARLOTTE,1,average,,False,False,True,False,True,0,1,0,0,0,0,0,0,0,0
68,chcfXvsOD44UBYgX118vZQ,Jamile's Cuisine International,35.211276,-80.762534,4808 Central Ave,4.4,CHARLOTTE,0,quiet,,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
69,b9caA3rPbseGPG1oycDiCA,Waffle House,35.145813460300005,-80.9240420535,2125 W Arrowood Rd,2.230769230769231,CHARLOTTE,0,,,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0
70,ak0zg848hiMkT1hQwnIf0w,Koffee Kup Cafeteria,35.2168382005,-80.8820849285,"1520 W Blvd, Ste H",4.384615384615385,CHARLOTTE,0,quiet,,,,,,,0,0,0,0,0,0,0,0,0,0
71,iAD5r5vNOzc1AP6UA5yFiQ,Bella Fresco,35.095238,-80.77908199999999,8200 Providence Rd,3.776,CHARLOTTE,1,average,,False,False,True,False,True,0,1,1,0,0,0,0,0,0,0
